species,id,q,m,pre_ms,a,label,type,n,y
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,2,1100.0,0.8148148148148148,congruent_true,1,19,18.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,2,1100.0,0.8148148148148148,congruent_false,0,2,2.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,2,1100.0,0.8148148148148148,incongruent,-1,21,21.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,3,1100.0,0.8148148148148148,congruent_true,1,19,18.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,3,1100.0,0.8148148148148148,congruent_false,0,1,1.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,3,1100.0,0.8148148148148148,incongruent,-1,20,18.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,4,1100.0,0.8148148148148148,congruent_true,1,18,16.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,4,1100.0,0.8148148148148148,congruent_false,0,2,1.0
2,0OhY000M5mdSXS65EQjGpF7JtOg2,0.92,4,1100.0,0.8148148148148148,incongruent,-1,19,18.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,2,700.0,0.5185185185185185,congruent_true,1,15,14.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,2,700.0,0.5185185185185185,congruent_false,0,6,6.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,2,700.0,0.5185185185185185,incongruent,-1,21,21.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,3,700.0,0.5185185185185185,congruent_true,1,14,13.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,3,700.0,0.5185185185185185,congruent_false,0,6,3.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,3,700.0,0.5185185185185185,incongruent,-1,20,20.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,4,700.0,0.5185185185185185,congruent_true,1,14,13.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,4,700.0,0.5185185185185185,congruent_false,0,6,3.0
2,0Sh9U4HBBOQpY9zABkUDT3IS3pj1,0.7,4,700.0,0.5185185185185185,incongruent,-1,20,19.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,2,300.0,0.2222222222222222,congruent_true,1,20,20.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,2,300.0,0.2222222222222222,congruent_false,0,1,1.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,2,300.0,0.2222222222222222,incongruent,-1,21,19.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,3,300.0,0.2222222222222222,congruent_true,1,18,17.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,3,300.0,0.2222222222222222,congruent_false,0,2,2.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,3,300.0,0.2222222222222222,incongruent,-1,20,19.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,4,300.0,0.2222222222222222,congruent_true,1,18,17.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,4,300.0,0.2222222222222222,congruent_false,0,2,1.0
2,2bR21OcNiCSYtAaG5iuIYWpxG6w2,0.92,4,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,2,1100.0,0.8148148148148148,congruent_true,1,20,16.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,2,1100.0,0.8148148148148148,congruent_false,0,1,0.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,2,1100.0,0.8148148148148148,incongruent,-1,21,11.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,3,1100.0,0.8148148148148148,congruent_true,1,18,17.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,3,1100.0,0.8148148148148148,congruent_false,0,2,2.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,3,1100.0,0.8148148148148148,incongruent,-1,20,20.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,4,1100.0,0.8148148148148148,congruent_true,1,18,15.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,4,1100.0,0.8148148148148148,congruent_false,0,2,1.0
2,2hPNsHrm78c5t66IVukhrDZKEyL2,0.92,4,1100.0,0.8148148148148148,incongruent,-1,20,15.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,2,300.0,0.2222222222222222,congruent_true,1,15,14.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,2,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,2,300.0,0.2222222222222222,incongruent,-1,21,21.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,14.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,14.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,2iAZqJ2dEZW2cM8LDh8mh3kHlGD3,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,16.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,2,1100.0,0.8148148148148148,congruent_true,1,15,14.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,2,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,2,1100.0,0.8148148148148148,incongruent,-1,21,21.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,3,1100.0,0.8148148148148148,congruent_true,1,14,14.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,3,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,3,1100.0,0.8148148148148148,incongruent,-1,20,20.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,4,1100.0,0.8148148148148148,congruent_true,1,14,14.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,4,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,2uiYlQjDcaOmlYVtJUGFMdIAYft1,0.7,4,1100.0,0.8148148148148148,incongruent,-1,20,20.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,2,300.0,0.2222222222222222,congruent_true,1,14,14.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,2,300.0,0.2222222222222222,congruent_false,0,3,3.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,2,300.0,0.2222222222222222,incongruent,-1,18,17.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,14.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,3.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,15.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,12.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,1.0
2,39fXkGzqQWTvF3rbFCtI25g6Tml2,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,10.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,2,700.0,0.5185185185185185,congruent_true,1,15,15.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,2,700.0,0.5185185185185185,congruent_false,0,6,6.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,2,700.0,0.5185185185185185,incongruent,-1,21,20.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,3,700.0,0.5185185185185185,congruent_true,1,14,14.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,3,700.0,0.5185185185185185,congruent_false,0,6,6.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,3,700.0,0.5185185185185185,incongruent,-1,20,19.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,4,700.0,0.5185185185185185,congruent_true,1,14,14.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,4,700.0,0.5185185185185185,congruent_false,0,6,6.0
2,3RDX5ZggYtcPQczThAqGp54HTqY2,0.7,4,700.0,0.5185185185185185,incongruent,-1,20,20.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,2,300.0,0.2222222222222222,congruent_true,1,20,17.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,2,300.0,0.2222222222222222,congruent_false,0,1,0.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,2,300.0,0.2222222222222222,incongruent,-1,21,17.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,3,300.0,0.2222222222222222,congruent_true,1,18,18.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,3,300.0,0.2222222222222222,congruent_false,0,2,2.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,3,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,4,300.0,0.2222222222222222,congruent_true,1,18,16.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,4,300.0,0.2222222222222222,congruent_false,0,2,2.0
2,3YQwf5XNujc1vMA4Ni5ivFBVylt1,0.92,4,300.0,0.2222222222222222,incongruent,-1,20,12.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,2,1100.0,0.8148148148148148,congruent_true,1,15,13.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,2,1100.0,0.8148148148148148,congruent_false,0,6,4.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,2,1100.0,0.8148148148148148,incongruent,-1,21,21.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,3,1100.0,0.8148148148148148,congruent_true,1,14,12.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,3,1100.0,0.8148148148148148,congruent_false,0,6,4.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,3,1100.0,0.8148148148148148,incongruent,-1,20,20.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,4,1100.0,0.8148148148148148,congruent_true,1,14,12.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,4,1100.0,0.8148148148148148,congruent_false,0,6,5.0
2,3Z5oAZsrqZZzlRBqzCf5k1So5513,0.7,4,1100.0,0.8148148148148148,incongruent,-1,20,18.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,2,1100.0,0.8148148148148148,congruent_true,1,15,13.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,2,1100.0,0.8148148148148148,congruent_false,0,6,4.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,2,1100.0,0.8148148148148148,incongruent,-1,21,20.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,3,1100.0,0.8148148148148148,congruent_true,1,14,11.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,3,1100.0,0.8148148148148148,congruent_false,0,6,5.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,3,1100.0,0.8148148148148148,incongruent,-1,20,18.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,4,1100.0,0.8148148148148148,congruent_true,1,14,12.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,4,1100.0,0.8148148148148148,congruent_false,0,6,4.0
2,3ZTvAItDxXQtbfEUbSdd6ZyWgKR2,0.7,4,1100.0,0.8148148148148148,incongruent,-1,20,11.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,2,700.0,0.5185185185185185,congruent_true,1,19,18.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,2,700.0,0.5185185185185185,congruent_false,0,2,0.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,2,700.0,0.5185185185185185,incongruent,-1,21,21.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,3,700.0,0.5185185185185185,congruent_true,1,19,18.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,3,700.0,0.5185185185185185,congruent_false,0,1,0.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,3,700.0,0.5185185185185185,incongruent,-1,20,17.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,4,700.0,0.5185185185185185,congruent_true,1,18,17.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,4,700.0,0.5185185185185185,congruent_false,0,2,0.0
2,3gfuJP5DzGOjoRLWtivepogyUV63,0.92,4,700.0,0.5185185185185185,incongruent,-1,20,18.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,2,300.0,0.2222222222222222,congruent_true,1,15,15.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,2,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,2,300.0,0.2222222222222222,incongruent,-1,21,20.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,14.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,19.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,13.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,3mZ6XS5RUfRUnc6HvlkxEuOrodr1,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,2,1100.0,0.8148148148148148,congruent_true,1,15,14.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,2,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,2,1100.0,0.8148148148148148,incongruent,-1,21,21.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,3,1100.0,0.8148148148148148,congruent_true,1,14,13.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,3,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,3,1100.0,0.8148148148148148,incongruent,-1,20,20.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,4,1100.0,0.8148148148148148,congruent_true,1,14,14.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,4,1100.0,0.8148148148148148,congruent_false,0,6,4.0
2,4FW1a4i7aPYetf0cJ8DFsYp68rK2,0.7,4,1100.0,0.8148148148148148,incongruent,-1,20,17.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,2,300.0,0.2222222222222222,congruent_true,1,19,19.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,2,300.0,0.2222222222222222,congruent_false,0,2,0.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,2,300.0,0.2222222222222222,incongruent,-1,21,21.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,3,300.0,0.2222222222222222,congruent_true,1,18,18.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,3,300.0,0.2222222222222222,congruent_false,0,2,0.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,3,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,4,300.0,0.2222222222222222,congruent_true,1,19,15.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,4,300.0,0.2222222222222222,congruent_false,0,1,0.0
2,4sP7RiEUyYfq8gCAia9sDOvToyF3,0.92,4,300.0,0.2222222222222222,incongruent,-1,20,18.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,2,300.0,0.2222222222222222,congruent_true,1,15,15.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,2,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,2,300.0,0.2222222222222222,incongruent,-1,21,19.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,7.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,3.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,16.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,5.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,3.0
2,4x5yZcxwEufIY9EC39JddW5d8KI3,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,13.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,2,300.0,0.2222222222222222,congruent_true,1,15,15.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,2,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,2,300.0,0.2222222222222222,incongruent,-1,21,19.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,13.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,13.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,12.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,5eIKUigMbkYl8U2knekDNEBPlXC2,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,16.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,2,700.0,0.5185185185185185,congruent_true,1,19,18.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,2,700.0,0.5185185185185185,congruent_false,0,2,1.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,2,700.0,0.5185185185185185,incongruent,-1,21,21.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,3,700.0,0.5185185185185185,congruent_true,1,19,16.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,3,700.0,0.5185185185185185,congruent_false,0,1,0.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,3,700.0,0.5185185185185185,incongruent,-1,20,16.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,4,700.0,0.5185185185185185,congruent_true,1,18,18.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,4,700.0,0.5185185185185185,congruent_false,0,2,1.0
2,5nWA68LYQQb32B3Dg1WrncUU1Ri1,0.92,4,700.0,0.5185185185185185,incongruent,-1,20,20.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,2,1100.0,0.8148148148148148,congruent_true,1,15,15.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,2,1100.0,0.8148148148148148,congruent_false,0,6,4.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,2,1100.0,0.8148148148148148,incongruent,-1,21,21.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,3,1100.0,0.8148148148148148,congruent_true,1,14,14.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,3,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,3,1100.0,0.8148148148148148,incongruent,-1,20,20.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,4,1100.0,0.8148148148148148,congruent_true,1,14,14.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,4,1100.0,0.8148148148148148,congruent_false,0,6,2.0
2,5rdwTkltFwV2ka0WLljgiLuSCJt1,0.7,4,1100.0,0.8148148148148148,incongruent,-1,20,18.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,2,300.0,0.2222222222222222,congruent_true,1,15,13.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,2,300.0,0.2222222222222222,congruent_false,0,6,4.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,2,300.0,0.2222222222222222,incongruent,-1,21,15.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,13.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,16.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,12.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,6Ph0cpnPvAZEsUa2gt8fXyyyIkp1,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,10.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,2,300.0,0.2222222222222222,congruent_true,1,19,17.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,2,300.0,0.2222222222222222,congruent_false,0,2,0.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,2,300.0,0.2222222222222222,incongruent,-1,21,20.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,3,300.0,0.2222222222222222,congruent_true,1,18,18.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,3,300.0,0.2222222222222222,congruent_false,0,2,0.0
